url,URL Length,Subdomains,Hostname Length,IP,Shortener,Hyphens,At Signs,Query Parameters,Resources,Suspicious Characters,Final Domain,SSL Exists,SSL Valid,SSL Issuer,Domain Age,Domain Expiry,Domain Registrar,VT Reputation,VT Malicious,VT Suspicious,VT Undetected,VT Harmless,favicon Present,favicon Different Domains,favicon Invalid Type,Anchor Tags,Anchor Empty Hrefs,Anchor Different Domains,Anchor Different Domains Ratio,External Metas,External Metas Suspicious Words,External Metas Ratio,External Scripts,External Scripts Suspicious Words,External Scripts Ratio,External Links,External Links Ratio,Total Links,External Total,Resources Total,Resources External,Resources External Ratio,SFH Total,SFH Blank Actions,SFH Different Domains,SFH Passwords,SFH Suspicious Words,IFrame src,IFrame src Hidden,IFrame src Size,IFrame src Different Domains,IFrame src No Sandbox,IFrame External src Ratio,IFrame srcdoc,IFrame srcdoc Scripts,IFrame srcdoc Hidden,IFrame srcdoc Suspicious Words,IFrame Total,JS Total,JS Inline,JS External,JS High Risk Patterns,JS Medium Risk Patterns,JS Low Risk Patterns,JS Different Domains,JS Behave Ratio,JS Risk Patterns Ratio,JS OnMouseOver Scripts,JS OnMouseOver Tags,NLP,AR Meta Refresh,AR JS,AR Cross Domain,Hidden Login Forms,Right Click Scripts,Right Click Menu Tags
https://online-ops.mypasschange.com/landingPage/2/e8ed651c4ab111f09d610242ac190104,74,1,27,0,0,1,0,0,3,0,mypasschange.com,1,1,Let's Encrypt,795.59,665.41,"GoDaddy.com, LLC",0,0,0,33,61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,1,3,0,0,1,0,0,22,0,0,0,1,0,0
http://pub-107f6fec30bf4072b9bd9954e717bb27.r2.dev/index.html,54,1,43,0,0,1,0,0,1,0,r2.dev,1,1,Let's Encrypt,1028.84,67.16,"CloudFlare, Inc.",0,0,1,31,62,1,1,0,2,2,0,0,0,0,0,6,0,1,1,1,1,7,96,96,1,5,5,0,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,1,4,0.666666667,1,0,0,30,0,0,0,5,0,0
http://pub-d4e99fea1c634705982e7c981adfe138.r2.dev/index.html,54,1,43,0,0,1,0,0,1,0,r2.dev,1,1,Let's Encrypt,1028.84,67.16,"CloudFlare, Inc.",0,0,1,31,62,1,1,0,2,2,0,0,0,0,0,5,0,1,1,1,1,6,96,96,1,5,5,0,90,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,1,3,0.6,1,0,0,16,0,0,0,5,0,0
http://sumansauravsu6.github.io/amazon-UI-clone,40,1,24,0,0,2,0,0,1,0,github.io,1,1,Sectigo Limited,4483.65,629.35,MarkMonitor Inc.,0,0,0,29,65,0,0,0,33,32,1,1,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
http://ipfs.io/ipfs/bafkreiefu3uegrkreib737z4d4wmocvoowqcm2vkejzjookbuup434v3gq,72,0,7,0,0,0,0,0,2,0,ipfs.io,1,1,Google Trust Services,4049.68,333.32,"CSC Corporate Domains, Inc.",0,5,0,26,63,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,3,0,0,31,0,0,0,0,0,0
http://ipfs.io/ipfs/bafkreigvi4kwjwsjaqdtel23u5a4wncktuwuz7idmrim4xucjnwmysn65m,72,0,7,0,0,0,0,0,2,0,ipfs.io,1,1,Google Trust Services,4049.68,333.32,"CSC Corporate Domains, Inc.",0,5,0,26,63,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,1,4,1,1,2.333333333,0,0,60,0,0,0,0,0,0
https://expodais.com/wp-includes/re/,27,0,12,0,0,1,0,0,2,0,expodais.com,1,1,Google Trust Services,519.46,576.54,Unknown,0,3,0,31,60,0,0,0,23,22,1,1,0,0,0,5,0,1,0,0,0,5,19,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,2,1,0,3,0.6,0.75,0,0,58,0,0,0,0,1,0
http://ipfs.io/ipfs/bafkreicazhljay6dkrljytv54uwsv4dc34755pe2qpfpav5fu2muonmhau,72,0,7,0,0,0,0,0,2,0,ipfs.io,1,1,Google Trust Services,4049.68,333.32,"CSC Corporate Domains, Inc.",0,5,0,26,63,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,1,4,1,1,2.333333333,0,0,50,0,0,0,0,0,0
http://pub-a27a59cd51694f77bfdd7483808652c6.r2.dev/index.html,54,1,43,0,0,1,0,0,1,0,r2.dev,1,1,Let's Encrypt,1028.85,67.15,"CloudFlare, Inc.",0,0,1,31,62,1,1,0,2,2,0,0,0,0,0,6,0,1,1,1,1,7,96,96,1,5,5,0,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,1,4,0.666666667,1,0,0,30,0,0,0,5,0,0
http://sowmyaarugakal.github.io/Amazonclone,36,1,24,0,0,0,0,0,1,0,github.io,1,1,Sectigo Limited,4483.65,629.35,MarkMonitor Inc.,0,0,0,29,65,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
http://swapnil884.github.io/AmazonClone,32,1,20,0,0,0,0,0,1,0,github.io,1,1,Sectigo Limited,4483.65,629.35,MarkMonitor Inc.,0,0,0,29,65,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
http://ipfs.io/ipfs/bafkreib43adcclw4xuumqrj7brirmyi4snueqj5yq4672xxquoxahioe3a,72,0,7,0,0,0,0,0,2,0,ipfs.io,1,1,Google Trust Services,4049.68,333.32,"CSC Corporate Domains, Inc.",0,5,0,26,63,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,1,4,1,1,2.333333333,0,0,56,0,0,0,0,0,0
http://140f2eea.wtrf.pages.dev/PO.html,31,2,23,0,0,0,0,0,1,0,pages.dev,1,1,Google Trust Services,1749.35,441.65,"CloudFlare, Inc.",0,0,0,28,66,1,0,1,7,0,7,1,0,3,0,0,0,0,0,0,8,0,2,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,3,1,2,0,0,2,0,0,2,0,0,30,0,0,0,1,0,0
http://bafkreifisnnbvzh7hhnpuse7pdcepcj57iaxkvfz5cuswqtbzckkyqrqqm.ipfs.dweb.link/,74,2,74,0,0,0,0,0,0,0,dweb.link,1,1,Let's Encrypt,3035.41,251.59,"CSC Corporate Domains, Inc.",0,2,2,30,60,0,0,0,3,3,0,0,0,0,0,8,0,1,1,0.5,2,9,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,8,0,0,2,3,0.375,2,0,0,36,0,0,0,1,0,0
http://ipfs.io/ipfs/bafybeibj45cbl7wxgveceovif256tqgmzjtdy4ujmsns6z7gdeuph3736y/gbowo.html,83,0,7,0,0,0,0,0,3,0,ipfs.io,1,1,Google Trust Services,4049.68,333.32,"CSC Corporate Domains, Inc.",0,5,0,26,63,1,1,1,0,0,0,0,0,0,0,6,0,1,3,1,3,9,4,2,0.5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,7,6,2,2,2,2,0.333333333,0.857142857,0,0,76,0,0,0,1,0,0
http://josy216.github.io/Apple.com-with-bootsrap,41,1,17,0,0,2,0,0,1,0,github.io,1,1,Sectigo Limited,4483.65,629.35,MarkMonitor Inc.,0,0,0,29,65,1,0,0,89,83,3,0.5,0,0,0,2,0,0.666666667,3,0.5,6,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0.333333333,0,0,0,18,0,0,0,0,0,0
http://pub-c1cf790adfb542e5864e6ddc9b3dfed6.r2.dev/index.html,54,1,43,0,0,1,0,0,1,0,r2.dev,1,1,Let's Encrypt,1028.85,67.15,"CloudFlare, Inc.",0,0,1,31,62,1,1,0,2,2,0,0,0,0,0,6,0,1,1,1,1,7,96,96,1,5,5,0,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,1,4,0.666666667,1,0,0,30,0,0,0,5,0,0
https://sugiu.jp/auth.sso.biglobe.mail/sign-in.php/,42,0,8,0,0,1,0,0,2,0,sugiu.jp,1,1,Let's Encrypt,-1,-1,Unknown,0,1,0,30,63,1,1,0,28,0,28,1,0,0,0,0,3,0,1,0.5,2,1,14,0,0,1,1,0,2,3,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://vccns.cc/v7YdG4W2.html,22,0,8,0,0,0,0,0,1,0,vccns.cc,1,1,Google Trust Services,0.65,364.35,PDR Ltd. d/b/a PublicDomainRegistry.com,0,0,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,5,0,1,0,0,0,0
http://sso---iitrustcapital-auth-usa.webflow.io/,40,1,40,0,0,5,0,0,0,0,webflow.io,1,1,Amazon,4423.36,1055.64,MarkMonitor Inc.,0,0,0,30,64,1,2,0,4,0,2,0.5,0,5,0,2,0,1,3,1,3,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,0.5,0,0,0,17,0,0,0,0,0,0
http://ipfs.io/ipfs/bafkreiaklpvsnyvmgx6xrt4nm3xkd2at62wuxak7ith3hiu7soo4bwxroy,72,0,7,0,0,0,0,0,2,0,ipfs.io,1,1,Google Trust Services,4049.68,333.32,"CSC Corporate Domains, Inc.",0,5,0,26,63,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,3,0,0,31,0,0,0,0,0,0
https://webmail-admin.web.app/,21,1,21,0,0,1,0,0,0,0,web.app,1,1,Google Trust Services,2351.54,205.46,MarkMonitor Inc.,0,0,0,30,64,1,1,1,0,0,0,0,0,0,0,2,0,0.666666667,2,0.666666667,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,2,0.666666667,0,0,0,0,0,0,0,0,0,0
http://abrupt-catkin-diamond.glitch.me/djdkjiox.html,45,1,31,0,0,2,0,0,1,0,glitch.me,1,1,Amazon,6177.68,31.32,MarkMonitor Inc.,0,2,0,31,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,3,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
https://caymangxka.vercel.app/managermentloc/abcfghijklmnoqrstuv/zxcvbnmopqrstuvwxyz.html/,81,1,21,0,0,0,0,0,3,0,vercel.app,1,1,Let's Encrypt,1967.33,224.67,Tucows Domains Inc,0,1,0,29,64,1,0,0,0,0,0,0,0,0,0,1,0,0.2,0,0,3,1,16,0,0,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,2,1,0,0,1,0,0,188,0,0,0,4,1,0
http://instagram-fredntj.github.io/share-reel,38,1,27,0,0,2,0,0,1,0,github.io,1,1,Sectigo Limited,4483.66,629.34,MarkMonitor Inc.,0,0,0,29,65,0,0,0,14,2,12,1,0,0,0,0,0,0,1,1,1,1,3,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,3,0,0,2,0,0,4,0,0,0,1,0,0
http://ipfs.io/ipfs/bafkreiedfvzqfdq3sp3ljq7yip5fd4heekaells5swhu74j6ewsvs4btki,72,0,7,0,0,0,0,0,2,0,ipfs.io,1,1,Google Trust Services,4049.68,333.32,"CSC Corporate Domains, Inc.",0,5,0,26,63,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,1,4,1,1,2.333333333,0,0,56,0,0,0,0,0,0
http://ipfs.io/ipfs/bafkreihjewrhq2xn3t2dqp5rs6knrv6a3z2peov7qy3sdzvqsqwtimfpme,72,0,7,0,0,0,0,0,2,0,ipfs.io,1,1,Google Trust Services,4049.68,333.32,"CSC Corporate Domains, Inc.",0,5,0,26,63,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,3,0,0,31,0,0,0,0,0,0
http://tsmt.automatedprocesssystems.com/,32,1,32,0,0,0,0,0,0,0,automatedprocesssystems.com,1,1,Let's Encrypt,69.46,295.54,Unknown,0,10,0,31,53,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://pub-00dcd0e45ee74c0785dd607bc5e6a405.r2.dev/index.html,54,1,43,0,0,1,0,0,1,0,r2.dev,1,1,Let's Encrypt,1028.85,67.15,"CloudFlare, Inc.",0,0,1,31,62,1,0,0,6,6,0,0,0,0,0,25,4,0.961538462,1,0.2,5,26,8,4,0.5,1,0,1,0,0,3,3,2,2,3,0.666666667,0,0,0,0,3,34,8,26,0,0,0,25,0.961538462,0,0,0,4,0,0,0,1,0,0
http://clear-puzzled-rugby.glitch.me/public/alp.htm,44,1,29,0,0,2,0,0,2,0,glitch.me,1,1,Amazon,6177.68,31.32,MarkMonitor Inc.,0,2,0,31,61,1,0,1,60,0,59,0.983333333,0,0,0,0,0,0,2,0.666666667,3,2,12,1,0.083333333,2,0,2,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
https://leafsparkaq.vercel.app/managermentquan/M5wD9Rj3X7/F8tB2Qy1K0.html/,65,1,22,0,0,0,0,0,3,0,vercel.app,1,1,Let's Encrypt,1967.33,224.67,Tucows Domains Inc,0,1,0,29,64,1,0,0,0,0,0,0,0,0,0,1,0,0.2,0,0,3,1,16,0,0,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,2,1,0,0,1,0,0,188,0,0,0,4,1,0
http://oiuytrertyui.weebly.com/,23,1,23,0,0,0,0,0,0,0,weebly.com,1,1,Let's Encrypt,7020.44,284.52,SafeNames Ltd.,0,0,0,27,67,0,0,0,1,1,0,0,0,1,0,9,1,0.5625,7,0.875,8,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,16,1,0,0,8,0.5,0.0625,0,0,6,0,0,0,1,0,0
http://mmiskatul.github.io/facebook-log-in-page,40,1,19,0,0,3,0,0,1,0,github.io,1,1,Sectigo Limited,4483.66,629.34,MarkMonitor Inc.,0,0,0,29,65,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
https://trusted-verification-service-c1-plum.vercel.app/violate/page.html/,65,1,47,0,0,4,0,0,2,0,vercel.app,1,1,Let's Encrypt,1967.33,224.67,Tucows Domains Inc,0,1,0,29,64,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,3,1,15,0,0,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,2,2,0,0,1.333333333,0,0,189,0,0,0,5,2,0
https://trusted-verification-service-h1-qba.vercel.app/violate/page.html/,64,1,46,0,0,4,0,0,2,0,vercel.app,1,1,Let's Encrypt,1967.33,224.67,Tucows Domains Inc,0,1,0,29,64,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,3,1,15,0,0,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,2,2,0,0,1.333333333,0,0,189,0,0,0,5,2,0
http://ipfs.io/ipfs/bafybeibl7f75p2crqncy4gxeq3aqg733xci6s44fk5zy5fpub4huzxbpka/liff.htm,81,0,7,0,0,0,0,0,3,0,ipfs.io,1,1,Google Trust Services,4049.68,333.32,"CSC Corporate Domains, Inc.",0,5,0,26,63,1,1,0,1,0,1,1,0,0,0,3,0,1,6,1,6,9,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,1,2,3,1,0.333333333,1.5,0,0,19,0,1,0,1,1,0
https://hello.fansworlds.net/lander/sk_version9_v2,42,1,20,0,0,0,0,0,2,0,fansworlds.net,1,1,Amazon,201.46,163.54,Unknown,0,7,0,31,56,1,0,0,18,1,17,1,0,1,0,2,0,0.095238095,1,0.2,5,3,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,38,17,21,1,0,0,2,0.095238095,0.058823529,0,0,3,0,0,0,1,0,0
http://ipfs.io/ipfs/bafkreiegayxtykc54cngpw36orn7qsufs7mjnbxp4ar3flyz34fl6mlydi,72,0,7,0,0,0,0,0,2,0,ipfs.io,1,1,Google Trust Services,4049.68,333.32,"CSC Corporate Domains, Inc.",0,5,0,26,63,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,3,0,0,31,0,0,0,0,0,0
http://strengthftw.github.io/amazon_clone,34,1,21,0,0,0,0,0,1,0,github.io,1,1,Sectigo Limited,4483.66,629.34,MarkMonitor Inc.,0,0,0,29,65,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
